query_id,rule_name,original_sql,rewritten_sql,changed,is_equivalent,execution_time_original,execution_time_rewritten,cost_original,cost_rewritten,improvement_percent,cost_reduction_percent,optimizer_reasoning,note
q8,old_subquery_unnesting,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,False,False,0.057,,24.29,,,,,no change
q8,ast_predicate_pushdown,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA'),True,True,0.057,0.028,24.29,24.29,50.88,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q8,ast_projection_pruning,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,"/* WARNING: SELECT * encountered; schema required for full AST pruning */
SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');",True,True,0.057,0.027,24.29,24.29,52.63,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q8,ast_subquery_unnesting,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA'),True,True,0.057,0.032,24.29,24.29,43.86,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q8,ast_join_reordering,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA'),True,True,0.057,0.018,24.29,24.29,68.42,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q8,ast_aggregation_pushdown,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA'),True,True,0.057,0.018,24.29,24.29,68.42,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q8,ast_redundant_join_elimination,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA'),True,True,0.057,0.017,24.29,24.29,70.18,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q8,ast_filter_into_join,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA'),True,True,0.057,0.015,24.29,24.29,73.68,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q8,ast_limit_pushdown,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,SELECT * FROM (SELECT * FROM nation) AS n WHERE n_regionkey IN (SELECT r_regionkey FROM region WHERE r_name = 'ASIA');,False,False,0.057,,24.29,,,,,no change
q9,old_predicate_pushdown,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);",False,False,1660.303,,216578.73,,,,,no change
q9,old_projection_pruning,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);",False,False,1660.303,,216578.73,,,,,no change
q9,old_subquery_unnesting,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);",False,False,1660.303,,216578.73,,,,,no change
q9,ast_predicate_pushdown,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem)",True,True,1660.303,1777.606,216578.73,216578.73,-7.07,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q9,ast_projection_pruning,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem)",True,True,1660.303,1575.996,216578.73,216578.73,5.08,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q9,ast_subquery_unnesting,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem)",True,True,1660.303,2101.041,216578.73,216578.73,-26.55,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q9,ast_join_reordering,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem)",True,True,1660.303,1629.589,216578.73,216578.73,1.85,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q9,ast_aggregation_pushdown,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem)",True,True,1660.303,2133.663,216578.73,216578.73,-28.51,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q9,ast_redundant_join_elimination,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem)",True,True,1660.303,2013.499,216578.73,216578.73,-21.27,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q9,ast_filter_into_join,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem)",True,True,1660.303,2265.527,216578.73,216578.73,-36.45,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q9,ast_limit_pushdown,"SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);","SELECT p_name FROM (SELECT p_partkey, p_name, p_mfgr FROM part) AS p WHERE p_partkey IN (SELECT l_partkey FROM lineitem);",False,False,1660.303,,216578.73,,,,,no change
q10,old_predicate_pushdown,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');",False,False,331.031,,55985.01,,,,,no change
q10,old_projection_pruning,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');",False,False,331.031,,55985.01,,,,,no change
q10,old_subquery_unnesting,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');",False,False,331.031,,55985.01,,,,,no change
q10,ast_predicate_pushdown,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01')",True,True,331.031,444.165,55985.01,55985.01,-34.18,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q10,ast_projection_pruning,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01')",True,True,331.031,361.683,55985.01,55985.01,-9.26,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q10,ast_subquery_unnesting,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01')",True,True,331.031,333.526,55985.01,55985.01,-0.75,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q10,ast_join_reordering,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01')",True,True,331.031,508.678,55985.01,55985.01,-53.66,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q10,ast_aggregation_pushdown,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01')",True,True,331.031,365.757,55985.01,55985.01,-10.49,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q10,ast_redundant_join_elimination,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01')",True,True,331.031,271.53,55985.01,55985.01,17.97,0.0,Rewritten query has better overall cost/time without major structural operator changes.,rewrite successful
q10,ast_filter_into_join,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01')",True,True,331.031,507.456,55985.01,55985.01,-53.3,0.0,Original query is structurally equivalent or better.,rewrite valid but not better
q10,ast_limit_pushdown,"SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');","SELECT c_name FROM (SELECT c_custkey, c_name, c_nationkey FROM customer) AS c WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate >= '1995-01-01');",False,False,331.031,,55985.01,,,,,no change
